Time (ns),970RMSD (Å),239RMSD (Å),Substrate,14475 RMSD (Å)
70.87,2.36575,2.37257,1.95952,1.73125
70.88,2.36688,2.37505,1.86319,1.83068
70.89,2.34996,2.47941,1.8891,1.86015
70.9,2.41009,2.53946,1.88531,1.81409
70.91,2.3519,2.41925,1.93558,1.74403
70.92,2.347,2.3743,1.9925,1.79706
70.93,2.2944,2.32441,1.93857,1.84204
70.94,2.31414,2.41271,1.97276,1.84807
70.95,2.32073,2.31471,1.95283,1.92833
70.96,2.35149,2.27395,1.89615,1.83679
70.97,2.38512,2.36863,1.8235,1.86391
70.98,2.37547,2.33051,1.88563,1.88589
70.99,2.30822,2.35604,1.889,1.80356
71,2.39452,2.37814,1.9559,1.89696
71.01,2.41334,2.40366,1.80744,1.91804
71.02,2.44043,2.46921,1.87201,1.80792
71.03,2.43452,2.51069,1.84322,1.86502
71.04,2.42444,2.52495,1.83359,1.91512
71.05,2.38531,2.51467,1.89278,1.91086
71.06,2.36181,2.3703,1.99528,1.88766
71.07,2.46513,2.45135,1.89142,1.82665
71.08,2.427,2.57466,1.99873,1.87354
71.09,2.4998,2.49047,2.05485,1.8222
71.1,2.45279,2.49582,1.91864,1.89959
71.11,2.39592,2.43936,1.88026,1.82843
71.12,2.50111,2.49398,1.90473,1.79175
71.13,2.50984,2.6205,1.93976,1.81762
71.14,2.55776,2.49186,2.00302,1.90484
71.15,2.54239,2.37163,1.97871,1.85437
71.16,2.51927,2.46788,1.95306,1.90481
71.17,2.57165,2.29768,2.0037,1.84403
71.18,2.61478,2.32486,1.98836,1.81546
71.19,2.49772,2.38936,2.13248,1.85091
71.2,2.49822,2.39691,2.05828,1.8935
71.21,2.49875,2.38006,1.99046,1.8772
71.22,2.47335,2.4083,1.93968,1.85586
71.23,2.36485,2.49394,2.00013,1.88334
71.24,2.39537,2.53453,2.05892,1.94005
71.25,2.41391,2.36549,2.02876,1.88392
71.26,2.38277,2.41817,2.00629,1.79168
71.27,2.4479,2.36875,1.95371,1.90083
71.28,2.45485,2.52771,1.99924,1.99016
71.29,2.41271,2.48633,1.97086,1.87297
71.3,2.46137,2.37441,1.90404,1.85827
71.31,2.44672,2.46793,1.95162,1.83456
71.32,2.47211,2.39857,1.91003,1.79893
71.33,2.48269,2.47132,1.87744,1.82313
71.34,2.40505,2.52929,2.03186,1.92818
71.35,2.3801,2.39601,1.97445,1.87977
71.36,2.43268,2.44457,1.90368,1.88077
71.37,2.37719,2.34171,1.79271,1.88743
71.38,2.33849,2.44729,1.88825,1.87502
71.39,2.40921,2.38234,1.93025,1.91231
71.4,2.34554,2.39791,1.89083,1.94554
71.41,2.32186,2.36556,1.83361,1.96856
71.42,2.42235,2.37926,1.8866,1.96893
71.43,2.31518,2.32427,1.88777,1.93172
71.44,2.33267,2.41634,1.94843,1.87195
71.45,2.31594,2.31811,1.95551,1.89376
71.46,2.46715,2.41035,1.91698,1.94497
71.47,2.50405,2.36886,1.96252,1.89329
71.48,2.36726,2.33524,1.94176,1.78709
71.49,2.42582,2.35939,1.90212,1.82444
71.5,2.35641,2.44379,1.84485,1.86048
71.51,2.34744,2.39752,1.93704,1.84773
71.52,2.42564,2.2833,1.8704,1.77116
71.53,2.46586,2.27974,1.8148,1.80989
71.54,2.41675,2.31242,1.80002,1.83624
71.55,2.50976,2.44496,1.85565,1.76614
71.56,2.44386,2.50116,1.84727,1.79548
71.57,2.38828,2.45987,1.79161,1.82934
71.58,2.29836,2.38238,1.8785,1.73439
71.59,2.23575,2.37766,1.88136,1.74831
71.6,2.3251,2.41853,1.82179,1.80239
71.61,2.35284,2.41956,1.913,1.78393
71.62,2.35278,2.48916,1.86438,1.74224
71.63,2.37369,2.49507,1.83387,1.77357
71.64,2.42116,2.45754,1.71955,1.80632
71.65,2.45124,2.37069,1.7352,1.77761
71.66,2.27266,2.48162,1.60637,1.77694
71.67,2.37588,2.48658,1.63419,1.81685
71.68,2.32685,2.5595,1.64507,1.71659
71.69,2.27861,2.38397,1.67839,1.83075
71.7,2.3264,2.41935,1.67836,1.82797
71.71,2.33402,2.35274,1.65455,1.85053
71.72,2.43662,2.37552,1.61511,1.77822
71.73,2.38262,2.38018,1.69325,1.80213
71.74,2.32295,2.33153,1.65861,1.83839
71.75,2.33719,2.39065,1.64081,1.80882
71.76,2.3759,2.41831,1.69557,1.89538
71.77,2.42067,2.43124,1.73621,1.75401
71.78,2.44207,2.50627,1.75677,1.78785
71.79,2.32,2.41436,1.7729,1.78642
71.8,2.34057,2.38518,1.70603,1.75142
71.81,2.36226,2.28442,1.75562,1.77931
71.82,2.32645,2.30743,1.71001,1.85588
71.83,2.32998,2.33426,1.74804,1.8546
71.84,2.35304,2.25736,1.70814,1.80967
71.85,2.32007,2.36635,1.74708,1.78836
71.86,2.37466,2.29574,1.71555,1.80801
71.87,2.35479,2.31804,1.69398,1.85559
71.88,2.28939,2.30578,1.8015,1.86826
71.89,2.42702,2.31296,1.70441,1.83172
71.9,2.33977,2.31929,1.65823,1.93081
71.91,2.29745,2.28804,1.64138,1.89869
71.92,2.27208,2.37352,1.62746,1.98574
71.93,2.34013,2.25832,1.63848,1.90419
71.94,2.43647,2.25985,1.64501,1.82842
71.95,2.27489,2.28085,1.63495,1.83737
71.96,2.31279,2.30983,1.65511,1.86179
71.97,2.29808,2.2816,1.68819,1.91258
71.98,2.31544,2.31755,1.6982,1.87869
71.99,2.36713,2.26994,1.58955,1.87344
72,2.39845,2.34522,1.60553,1.87952
72.01,2.47895,2.32767,1.62628,1.86883
72.02,2.42477,2.33218,1.62985,1.89263
72.03,2.47526,2.24446,1.5744,1.93204
72.04,2.46704,2.32264,1.69074,1.95838
72.05,2.46554,2.28775,1.73661,1.9156
72.06,2.41232,2.27977,1.7031,1.93937
72.07,2.40063,2.34294,1.6396,1.96699
72.08,2.3688,2.30922,1.73794,1.91335
72.09,2.38948,2.42346,1.7018,1.88878
72.1,2.31343,2.46706,1.67979,2.00028
72.11,2.41411,2.58087,1.62416,2.00832
72.12,2.49152,2.45093,1.60679,1.93903
72.13,2.5081,2.48582,1.66833,1.99701
72.14,2.4532,2.46478,1.61354,1.92464
72.15,2.41238,2.51589,1.66769,1.91826
72.16,2.46116,2.45241,1.67104,1.91465
72.17,2.43827,2.44335,1.668,2.01259
72.18,2.51141,2.63226,1.64998,2.10479
72.19,2.51136,2.58688,1.66935,2.07737
72.2,2.39059,2.56983,1.74852,1.98866
72.21,2.42193,2.46375,1.71112,1.94301
72.22,2.47888,2.52134,1.66519,1.91829
72.23,2.496,2.41229,1.65903,1.95407
72.24,2.45094,2.47987,1.7095,1.81834
72.25,2.46799,2.29147,1.64177,1.89651
72.26,2.47122,2.31256,1.64352,1.92395
72.27,2.42251,2.31513,1.70817,1.89089
72.28,2.44036,2.41226,1.71367,1.84134
72.29,2.48414,2.33356,1.73285,1.84311
72.3,2.43244,2.32103,1.75731,1.87766
72.31,2.46823,2.38788,1.77818,1.90689
72.32,2.42042,2.45082,1.77321,1.83055
72.33,2.49645,2.67956,1.66961,1.7772
72.34,2.48452,2.576,1.81654,1.82854
72.35,2.40618,2.52647,1.74171,1.80692
72.36,2.50946,2.64899,1.71185,1.79726
72.37,2.54372,2.56726,1.70924,1.81137
72.38,2.51921,2.49017,1.7208,1.88952
72.39,2.36586,2.43595,1.83349,1.85018
72.4,2.27399,2.40331,1.81667,1.81244
72.41,2.33859,2.29634,1.77922,1.83777
72.42,2.41321,2.40138,1.69599,1.90951
72.43,2.41095,2.4188,1.6786,1.85422
72.44,2.45897,2.40154,1.62973,1.89432
72.45,2.51374,2.42389,1.57377,1.8715
72.46,2.41867,2.24793,1.60571,1.84769
72.47,2.38954,2.41972,1.59746,1.76089
72.48,2.39123,2.3151,1.64749,1.81577
72.49,2.42087,2.25951,1.68924,1.90333
72.5,2.5323,2.25891,1.71169,1.76612
72.51,2.47043,2.40727,1.71281,1.7484
72.52,2.42886,2.35366,1.66951,1.80136
72.53,2.44122,2.41189,1.6743,1.80872
72.54,2.42089,2.44439,1.71344,1.77333
72.55,2.39938,2.38528,1.65678,1.84293
72.56,2.50323,2.45444,1.6229,1.79419
72.57,2.40838,2.51499,1.68658,1.79074
72.58,2.29484,2.41192,1.6864,1.83766
72.59,2.25118,2.41161,1.66049,1.78168
72.6,2.32289,2.35536,1.70267,1.77082
72.61,2.29195,2.4314,1.73738,1.77353
72.62,2.28876,2.32997,1.61942,1.84888
72.63,2.31215,2.37673,1.68118,1.7955
72.64,2.32946,2.38858,1.72078,1.83255
72.65,2.35187,2.44429,1.59353,1.78402
72.66,2.37341,2.53423,1.64899,1.75865
72.67,2.34333,2.50537,1.56325,1.79412
72.68,2.38219,2.47487,1.64274,1.84471
72.69,2.45082,2.4704,1.59402,1.81551
72.7,2.4001,2.54574,1.49448,1.88557
72.71,2.38491,2.41647,1.52965,1.78548
72.72,2.34574,2.42403,1.54426,1.76334
72.73,2.41438,2.39444,1.60945,1.73788
72.74,2.47274,2.35665,1.5965,1.79691
72.75,2.39102,2.36451,1.65758,1.84077
72.76,2.37309,2.37698,1.67961,1.80119
72.77,2.35728,2.4242,1.69534,1.79131
72.78,2.34412,2.31003,1.69458,1.81231
72.79,2.31686,2.29388,1.70284,1.84641
72.8,2.32277,2.25619,1.68588,1.818
72.81,2.32801,2.28658,1.73638,1.8015
72.82,2.17148,2.30277,1.66529,1.75556
72.83,2.24036,2.35379,1.68909,1.8
72.84,2.29057,2.39024,1.77542,1.82004
72.85,2.3684,2.38494,1.7972,1.81559
72.86,2.33309,2.46326,1.73972,1.81281
72.87,2.37919,2.4231,1.80674,1.76235
72.88,2.33417,2.45456,1.6783,1.7698
72.89,2.44577,2.38566,1.65169,1.77493
72.9,2.48322,2.35753,1.74181,1.71201
72.91,2.51784,2.36305,1.78409,1.80467
72.92,2.50449,2.33183,1.78378,1.80248
72.93,2.52052,2.30985,1.75273,1.84925
72.94,2.44102,2.39718,1.68185,1.86179
72.95,2.40262,2.39376,1.77969,1.78695
72.96,2.3665,2.34078,1.75226,1.78356
72.97,2.33739,2.398,1.76744,1.77302
72.98,2.30733,2.46114,1.73682,1.73225
72.99,2.35894,2.46602,1.65307,1.7042
73,2.38542,2.53495,1.73934,1.71406
73.01,2.47417,2.53794,1.70385,1.65743
73.02,2.47549,2.51849,1.7331,1.74752
73.03,2.47586,2.47167,1.84365,1.72201
73.04,2.50985,2.47611,1.82169,1.72749
73.05,2.38662,2.53397,1.79701,1.74579
73.06,2.40733,2.48071,1.846,1.67319
73.07,2.37093,2.52525,1.8766,1.6926
73.08,2.43177,2.40645,1.89873,1.66146
73.09,2.47482,2.45349,1.82611,1.74606
73.1,2.40171,2.46596,1.90091,1.72607
73.11,2.31299,2.42974,1.89125,1.71626
73.12,2.24718,2.40199,1.89602,1.69871
73.13,2.33123,2.42749,1.79403,1.76922
73.14,2.26923,2.45511,1.73936,1.77808
73.15,2.34219,2.46097,1.69335,1.82582
73.16,2.35044,2.65603,1.79033,1.72882
73.17,2.37728,2.52758,1.7365,1.76458
73.18,2.27969,2.39789,1.8285,1.8015
73.19,2.26266,2.37076,1.83354,1.86754
73.2,2.37422,2.29636,1.83853,1.84493
73.21,2.32257,2.35704,1.66913,1.87861
73.22,2.40058,2.35107,1.80278,1.90219
73.23,2.37187,2.45734,1.82535,1.89449
73.24,2.40193,2.43342,1.91361,1.92199
73.25,2.41919,2.4637,1.91094,1.86177
73.26,2.43435,2.39375,1.8042,1.85459
73.27,2.39881,2.34121,1.76334,1.86321
73.28,2.34136,2.35656,1.75531,1.92587
73.29,2.29568,2.43251,1.7231,1.86467
73.3,2.33799,2.31982,1.78327,1.88827
73.31,2.30461,2.366,1.79576,1.88527
73.32,2.38021,2.30203,1.70128,1.80997
73.33,2.35391,2.38972,1.69127,1.82676
73.34,2.34368,2.34533,1.67844,1.7889
73.35,2.39015,2.32504,1.79028,1.88851
73.36,2.38365,2.43424,1.70012,1.81061
73.37,2.39499,2.51908,1.65559,1.8647
73.38,2.35704,2.42695,1.70492,1.88691
73.39,2.32389,2.42027,1.75011,1.80498
73.4,2.35098,2.50891,1.75324,1.85174
73.41,2.2448,2.43703,1.67525,1.83985
73.42,2.31182,2.47859,1.77696,1.87018
73.43,2.29787,2.56052,1.70197,1.90215
73.44,2.36849,2.5146,1.58063,1.89127
73.45,2.39798,2.61001,1.70123,1.86412
73.46,2.30096,2.59185,1.57648,1.86188
73.47,2.2751,2.60669,1.67509,1.85622
73.48,2.39866,2.67587,1.59339,1.82858
73.49,2.30035,2.69086,1.56578,1.80719
73.5,2.2892,2.61194,1.63923,1.86637
73.51,2.3151,2.58307,1.66243,1.91816
73.52,2.3854,2.56841,1.59456,1.88106
73.53,2.40764,2.53722,1.59633,1.84664
73.54,2.35499,2.50954,1.7336,1.86626
73.55,2.33786,2.44237,1.68811,1.84485
73.56,2.34846,2.48153,1.61138,1.87537
73.57,2.32365,2.44239,1.71983,1.91239
73.58,2.36981,2.46502,1.74397,1.86016
73.59,2.32967,2.50819,1.72386,1.81639
73.6,2.32481,2.42576,1.71275,1.81485
73.61,2.31753,2.43604,1.71721,1.78827
73.62,2.31318,2.49507,1.72991,1.85123
73.63,2.24644,2.42026,1.70923,1.81009
73.64,2.30762,2.51969,1.70606,1.76252
73.65,2.2802,2.38659,1.70224,1.83307
73.66,2.34859,2.32571,1.74353,1.89085
73.67,2.28474,2.34971,1.76334,1.89372
73.68,2.18208,2.39585,1.76001,1.95646
73.69,2.3703,2.33729,1.76022,1.92594
73.7,2.31418,2.30072,1.7246,1.83192
73.71,2.26503,2.38255,1.73003,1.94666
73.72,2.2011,2.368,1.70993,1.93926
73.73,2.23642,2.29105,1.73652,1.88656
73.74,2.29431,2.28196,1.71153,1.87154
73.75,2.29744,2.25875,1.72812,1.77494
73.76,2.26807,2.35082,1.6917,1.78399
73.77,2.26482,2.40342,1.77639,1.77417
73.78,2.22088,2.32157,1.65997,1.83124
73.79,2.25292,2.37786,1.69145,1.81119
73.8,2.2859,2.4245,1.69344,1.79674
73.81,2.31156,2.40587,1.6849,1.84594
73.82,2.32477,2.49068,1.64015,1.81685
73.83,2.33598,2.34098,1.65447,1.93555
73.84,2.32267,2.45044,1.66264,1.85813
73.85,2.43509,2.37543,1.62495,1.87023
73.86,2.41833,2.42309,1.75359,1.81604
73.87,2.41279,2.43959,1.66665,1.82179
73.88,2.31478,2.40447,1.65365,1.80393
73.89,2.43174,2.41514,1.76319,1.83723
73.9,2.40324,2.29619,1.71227,1.86773
73.91,2.39602,2.3972,1.75983,1.78655
73.92,2.26069,2.51035,1.66395,1.76814
73.93,2.25507,2.3208,1.67962,1.79069
73.94,2.2535,2.37698,1.72706,1.74435
73.95,2.30663,2.41566,1.76212,1.73653
73.96,2.32759,2.43566,1.70999,1.79521
73.97,2.3705,2.41314,1.70261,1.82823
73.98,2.35501,2.45734,1.73221,1.85594
73.99,2.36291,2.48851,1.7,1.85341
74,2.40534,2.4632,1.67106,1.87794
74.01,2.45748,2.35218,1.68811,1.8346
74.02,2.31543,2.3057,1.71967,1.77892
74.03,2.38789,2.39254,1.81316,1.80608
74.04,2.39105,2.3659,1.78576,1.85977
74.05,2.25094,2.38748,1.67406,1.80841
74.06,2.32678,2.35084,1.72307,1.7912
74.07,2.30879,2.45129,1.75106,1.84128
74.08,2.30592,2.51961,1.74031,1.80344
74.09,2.3236,2.54658,1.76516,1.79104
74.1,2.33757,2.41595,1.78778,1.81411
74.11,2.22212,2.45787,1.88835,1.78992
74.12,2.45669,2.33721,1.85539,1.85325
74.13,2.46665,2.41776,1.75821,1.81289
74.14,2.38859,2.43401,1.87137,1.92405
74.15,2.31963,2.41448,1.83684,1.8679
74.16,2.3474,2.36062,1.86768,1.77016
74.17,2.28549,2.41421,1.79814,1.82884
74.18,2.34799,2.401,1.9035,1.84961
74.19,2.35089,2.2886,1.85814,1.86544
74.2,2.40684,2.25954,1.71269,1.81183
74.21,2.356,2.29431,1.76923,1.72338
74.22,2.33986,2.31161,1.75797,1.7235
74.23,2.29648,2.30131,1.79894,1.79493
74.24,2.34156,2.37123,1.68019,1.79845
74.25,2.35207,2.34444,1.59099,1.81457
74.26,2.33815,2.34778,1.64797,1.78989
74.27,2.31039,2.36526,1.64865,1.89536
74.28,2.32077,2.32526,1.72881,1.86865
74.29,2.38867,2.30068,1.76603,1.79695
74.3,2.38726,2.30206,1.79645,1.83865
74.31,2.36179,2.31098,1.76005,1.96786
74.32,2.38678,2.31759,1.73485,1.83872
74.33,2.42249,2.36664,1.80897,1.81086
74.34,2.43129,2.32638,1.76758,1.77291
74.35,2.43023,2.36833,1.87512,1.82101
74.36,2.42242,2.39826,1.83979,1.81397
74.37,2.38001,2.47443,1.78497,1.78715
74.38,2.45984,2.46052,1.82944,1.7951
74.39,2.40652,2.45701,1.90305,1.86413
74.4,2.36617,2.41396,1.81748,1.9232
74.41,2.35958,2.30686,1.97123,1.90985
74.42,2.35836,2.41076,1.89923,1.9379
74.43,2.38035,2.34335,1.91214,1.93902
74.44,2.41528,2.30886,1.8634,1.97932
74.45,2.54589,2.37767,1.8377,1.89767
74.46,2.45501,2.42264,1.88599,1.88355
74.47,2.49448,2.51182,1.76609,1.87483
74.48,2.42063,2.48184,1.89602,1.84254
74.49,2.44985,2.53164,1.86962,1.87312
74.5,2.40226,2.54409,1.93437,1.85297
74.51,2.47776,2.44903,1.88859,1.82134
74.52,2.3823,2.48022,1.88628,1.83887
74.53,2.43284,2.44139,1.88336,1.91544
74.54,2.35741,2.46365,1.87965,1.78231
74.55,2.34965,2.43785,1.97922,1.74443
74.56,2.42802,2.4757,1.9065,1.78765
74.57,2.34728,2.38948,1.91922,1.7935
74.58,2.44601,2.52068,1.95761,1.78483
74.59,2.37095,2.55816,1.93536,1.76577
74.6,2.42112,2.48184,1.85097,1.75892
74.61,2.40667,2.49916,1.82502,1.78663
74.62,2.31628,2.45964,1.83665,1.72043
74.63,2.31431,2.52094,1.86229,1.79879
74.64,2.32143,2.50895,1.96741,1.86358
74.65,2.2935,2.48168,1.86771,1.88139
74.66,2.34595,2.4804,1.97743,1.89352
74.67,2.36485,2.39539,2.04205,1.90856
74.68,2.4148,2.44569,1.94188,1.93966
74.69,2.38439,2.46848,1.92724,1.84465
74.7,2.45034,2.46445,1.98516,1.75037
74.71,2.39947,2.40907,1.99957,1.84505
74.72,2.39652,2.39588,1.93983,1.78284
74.73,2.3787,2.42113,1.88157,1.72826
74.74,2.37863,2.43544,1.9128,1.78182
74.75,2.47652,2.3723,1.86906,1.69577
74.76,2.43499,2.39413,1.82401,1.78062
74.77,2.42927,2.48994,2.04368,1.82837
74.78,2.39741,2.37568,1.8976,1.74406
74.79,2.43409,2.44367,1.84358,1.81484
74.8,2.40238,2.43774,1.89453,1.78553
74.81,2.49186,2.41769,1.94647,1.75386
74.82,2.38156,2.4635,1.86374,1.84426
74.83,2.41649,2.47755,1.85855,1.82214
74.84,2.41459,2.39502,1.84853,1.69039
74.85,2.37505,2.48063,1.85373,1.70703
74.86,2.45323,2.43543,1.88494,1.84392
74.87,2.45718,2.35803,1.93124,1.86085
74.88,2.44051,2.42189,1.91999,1.86031
74.89,2.3968,2.41276,1.99818,1.8472
74.9,2.46696,2.37325,1.94076,1.75215
74.91,2.47963,2.38488,1.9973,1.78576
74.92,2.42516,2.51884,2.10351,1.81915
74.93,2.39558,2.47065,2.0394,1.91178
74.94,2.50106,2.59086,2.08205,1.8282
74.95,2.46501,2.42642,1.94277,1.88414
74.96,2.45403,2.40885,1.90069,1.94269
74.97,2.47779,2.34993,2.03026,1.88494
74.98,2.49065,2.43427,2.0553,1.86664
74.99,2.43729,2.35825,2.04864,1.86952
75,2.46358,2.40844,1.94782,1.84464
75.01,2.45483,2.37823,1.9847,1.81276
75.02,2.44315,2.3323,2.10161,1.76445
75.03,2.40958,2.41521,2.09909,1.7736
75.04,2.45155,2.34832,2.00752,1.8528
75.05,2.36478,2.4838,2.05224,1.83415
75.06,2.41235,2.30613,2.0293,1.80424
75.07,2.45654,2.33201,1.9237,1.88843
75.08,2.41261,2.34006,1.88375,1.874
75.09,2.3767,2.34173,2.00257,1.87789
75.1,2.41261,2.41771,1.92964,1.87877
75.11,2.29835,2.39685,1.96276,1.80094
75.12,2.32134,2.454,1.93209,1.87107
75.13,2.32317,2.45548,1.88526,1.78877
75.14,2.35222,2.39187,1.81624,1.86792
75.15,2.35821,2.43104,1.82811,1.8288
75.16,2.39505,2.41635,1.72266,1.8279
75.17,2.36014,2.38139,1.7521,1.87516
75.18,2.33965,2.33098,1.73908,1.8288
75.19,2.31964,2.51383,1.8082,1.78845
75.2,2.3254,2.51344,1.7543,1.9694
75.21,2.36775,2.48448,1.76327,1.92746
75.22,2.27208,2.42376,1.65138,1.85451
75.23,2.23435,2.43779,1.64729,1.86919
75.24,2.32093,2.49088,1.63093,1.79481
75.25,2.2737,2.36397,1.6803,1.82574
75.26,2.266,2.41866,1.64596,1.83991
75.27,2.34623,2.392,1.65972,1.85206
75.28,2.39542,2.51172,1.69417,1.92074
75.29,2.38066,2.44206,1.71515,1.86885
75.3,2.4978,2.38309,1.68674,2.00926
75.31,2.39444,2.38811,1.65345,1.9025
75.32,2.35289,2.48213,1.70735,1.79851
75.33,2.4075,2.41165,1.65917,1.87121
75.34,2.38909,2.3399,1.69037,1.90705
75.35,2.45429,2.39682,1.68024,1.81597
75.36,2.4776,2.32599,1.64022,1.89136
75.37,2.39902,2.41072,1.75078,1.82664
75.38,2.43614,2.26963,1.69416,1.93685
75.39,2.44981,2.30418,1.69866,1.92123
75.4,2.4179,2.37709,1.68607,1.92838
75.41,2.39708,2.48553,1.65836,1.96817
75.42,2.35341,2.4325,1.6388,1.93082
75.43,2.35015,2.40086,1.70906,1.80286
75.44,2.4191,2.3249,1.7441,1.93142
75.45,2.33663,2.43327,1.80022,1.96756
75.46,2.29918,2.44202,1.73737,1.96381
75.47,2.34579,2.32076,1.71384,1.93879
75.48,2.30135,2.39345,1.75957,1.83437
75.49,2.30789,2.39522,1.74959,1.77061
75.5,2.28793,2.40821,1.70781,1.83625
75.51,2.18919,2.45495,1.65735,1.85932
75.52,2.20155,2.40455,1.71434,1.84582
75.53,2.23342,2.41776,1.71001,1.83101
75.54,2.30225,2.44506,1.71149,1.86681
75.55,2.27044,2.46777,1.74698,1.85574
75.56,2.274,2.49506,1.81227,1.81833
75.57,2.26695,2.50986,1.88026,1.79828
75.58,2.26273,2.53959,1.88154,1.83966
75.59,2.31409,2.5093,1.83837,1.85001
75.6,2.2959,2.55638,1.82857,1.81631
75.61,2.29668,2.49351,1.79223,1.8785
75.62,2.40427,2.42294,1.83612,1.83697
75.63,2.38186,2.42381,1.92956,1.92354
75.64,2.25029,2.42637,1.93537,1.89218
75.65,2.3104,2.52806,1.87064,1.84028
75.66,2.30502,2.44282,1.80487,1.85325
75.67,2.36593,2.46876,1.83429,1.92691
75.68,2.34006,2.47506,1.84272,1.90679
75.69,2.3249,2.47876,1.99407,1.95363
75.7,2.41036,2.46477,1.90737,1.9224
75.71,2.40942,2.46816,2.04984,1.88702
75.72,2.31923,2.50636,2.03297,1.97605
75.73,2.31537,2.50873,2.08421,1.82202
75.74,2.35913,2.46997,1.93792,1.84148
75.75,2.30779,2.48773,1.95295,1.83935
75.76,2.3481,2.5076,1.87653,1.84565
75.77,2.36885,2.58026,1.84305,1.84248
75.78,2.29559,2.52745,1.91236,1.76483
75.79,2.33482,2.63675,1.90872,1.83116
75.8,2.3497,2.56065,1.83894,1.86664
75.81,2.32787,2.43475,1.86416,1.84663
75.82,2.30485,2.53679,1.90971,1.7745
75.83,2.4001,2.51589,1.87271,1.91698
75.84,2.32434,2.50765,1.93132,1.77479
75.85,2.29401,2.56893,1.90701,1.74343
75.86,2.30479,2.42938,1.88045,1.73568
75.87,2.31274,2.35813,1.88598,1.83282
75.88,2.2745,2.38645,1.77286,1.82354
75.89,2.26617,2.50223,1.86776,1.76628
75.9,2.27462,2.51262,1.79403,1.7845
75.91,2.30618,2.49705,1.85244,1.83255
75.92,2.289,2.46011,1.85584,1.82882
75.93,2.35425,2.51,1.87175,1.81731
75.94,2.27823,2.45109,1.86404,1.82365
75.95,2.29939,2.4516,1.87324,1.86897
75.96,2.23866,2.43299,1.83776,1.79752
75.97,2.30784,2.40704,1.81369,1.81946
75.98,2.26313,2.43648,1.90619,1.8562
75.99,2.32073,2.41971,1.89529,1.87659
76,2.29114,2.42036,1.74808,1.7499
76.01,2.2794,2.43301,1.75375,1.7687
76.02,2.29531,2.44646,1.92592,1.79264
76.03,2.25738,2.40474,1.8962,1.86239
76.04,2.30805,2.36393,1.92608,1.9014
76.05,2.2947,2.51448,1.8216,1.85609
76.06,2.21299,2.49556,1.82226,1.81892
76.07,2.13554,2.5273,1.83411,1.81576
76.08,2.1906,2.54516,1.899,1.82727
76.09,2.1788,2.50289,1.90417,1.87979
76.1,2.1495,2.50344,1.85344,1.81804
76.11,2.15763,2.41933,1.84902,1.83106
76.12,2.11677,2.40146,1.8782,1.7744
76.13,2.12814,2.48175,1.84341,1.85466
76.14,2.1902,2.47955,1.8458,1.96062
76.15,2.21864,2.37334,1.91799,1.95633
76.16,2.24821,2.50463,1.84766,1.84044
76.17,2.21334,2.46544,1.86248,1.94682
76.18,2.21383,2.49977,1.82131,1.92077
76.19,2.2053,2.4314,1.87004,1.81626
76.2,2.10816,2.45616,1.8522,1.88481
76.21,2.19895,2.46399,1.84032,1.90256
76.22,2.29187,2.4791,1.783,1.89506
76.23,2.2061,2.47416,1.8941,1.92498
76.24,2.26957,2.47811,1.86335,1.82083
76.25,2.34031,2.51677,1.91049,1.88387
76.26,2.26915,2.50754,1.93448,1.80839
76.27,2.32546,2.5251,1.90653,1.81356
76.28,2.31275,2.60429,1.87692,1.89252
76.29,2.23023,2.42832,1.90729,1.85227
76.3,2.2915,2.44366,1.9915,1.87411
76.31,2.2505,2.53907,1.95476,1.87256
76.32,2.2272,2.4305,1.84047,1.91843
76.33,2.2513,2.51086,1.94791,1.82847
76.34,2.21336,2.40843,1.86378,1.84146
76.35,2.22799,2.50949,1.97416,1.86547
76.36,2.26089,2.43727,1.83072,1.83945
76.37,2.22395,2.4406,1.90909,1.88519
76.38,2.26789,2.43959,1.81196,1.81177
76.39,2.16726,2.44296,1.79003,1.84648
76.4,2.23062,2.40916,1.84482,1.8318
76.41,2.24799,2.41499,1.88343,1.83615
76.42,2.33452,2.44315,1.92018,1.87167
76.43,2.14366,2.45804,1.89546,1.85531
76.44,2.21994,2.45111,1.99341,1.88192
76.45,2.23949,2.52266,1.90919,1.93817
76.46,2.23405,2.43812,1.93117,1.90248
76.47,2.17831,2.37546,2.02978,1.89947
76.48,2.27218,2.45625,2.04285,1.83518
76.49,2.21242,2.4591,1.99763,1.86132
76.5,2.22564,2.53349,1.90408,1.86143
76.51,2.23241,2.52517,2.08966,1.74085
76.52,2.24899,2.54068,2.10732,1.79896
76.53,2.27597,2.44624,2.10735,1.86003
76.54,2.30732,2.41304,2.16698,1.82061
76.55,2.20037,2.52197,2.21761,1.85616
76.56,2.2039,2.46355,2.1598,1.8068
76.57,2.22968,2.48366,2.05212,1.85022
76.58,2.31497,2.46348,2.00183,1.8298
76.59,2.28271,2.4728,2.04972,1.78342
76.6,2.31246,2.4627,2.09785,1.79128
76.61,2.36007,2.48097,2.07239,1.83008
76.62,2.34741,2.39125,2.09503,1.84889
76.63,2.33145,2.55928,2.0141,1.83295
76.64,2.34053,2.48002,2.03869,1.84138
76.65,2.36583,2.4196,2.13174,1.79872
76.66,2.32734,2.45175,2.07612,1.73304
76.67,2.3925,2.42601,2.15845,1.78903
76.68,2.45165,2.47823,2.12764,1.76911
76.69,2.43863,2.43235,2.12843,1.84674
