Time (ns),970RMSD (Å),239RMSD (Å),Substrate,14475 RMSD (Å)
5.77,2.32433,3.13264,1.63404,1.85059
5.78,2.17641,3.0807,1.72585,1.80504
5.79,2.27363,3.10148,1.77565,1.85883
5.8,2.29261,2.94048,1.67387,1.82481
5.81,2.19874,3.12651,1.67696,1.90637
5.82,2.18943,2.97108,1.62482,1.9374
5.83,2.20547,2.97429,1.66178,1.91177
5.84,2.17596,2.87633,1.67541,1.91986
5.85,2.27216,2.75351,1.71606,1.91399
5.86,2.25045,2.75127,1.73667,1.87828
5.87,2.17729,2.89683,1.73229,1.89511
5.88,2.13262,2.98335,1.72725,1.88045
5.89,2.18206,3.08928,1.71592,2.01074
5.9,2.26178,2.94862,1.74505,1.91744
5.91,2.26776,3.10737,1.77146,1.89522
5.92,2.19956,3.11373,1.69547,1.85396
5.93,2.25139,3.15115,1.7708,1.81334
5.94,2.21702,3.09065,1.72296,1.78224
5.95,2.21863,3.16985,1.7652,1.83035
5.96,2.25479,3.16297,1.74015,1.75662
5.97,2.2017,3.04401,1.72354,1.81698
5.98,2.20437,3.07793,1.79953,1.81303
5.99,2.15793,2.9264,1.75886,1.81291
6,2.26405,2.93154,1.72176,1.77401
6.01,2.18105,2.89041,1.73104,1.83092
6.02,2.18997,2.86639,1.77589,1.90441
6.03,2.25357,2.88722,1.72805,1.96727
6.04,2.29341,2.9328,1.63235,1.93213
6.05,2.27395,2.90108,1.62139,1.87484
6.06,2.31712,2.90358,1.68152,1.95579
6.07,2.21743,2.72161,1.66674,2.03225
6.08,2.29814,2.76605,1.68747,2.00925
6.09,2.28033,2.70156,1.89113,1.93236
6.1,2.25198,2.70083,2.00259,1.8342
6.11,2.21093,2.82167,1.94288,1.74299
6.12,2.27598,2.82423,1.93919,1.84899
6.13,2.2976,2.92154,2.03885,1.82671
6.14,2.23324,3.02927,1.93738,1.86569
6.15,2.31525,3.01748,1.92912,1.83201
6.16,2.27107,3.01654,1.81079,1.84047
6.17,2.24014,3.0402,1.81355,1.78896
6.18,2.25502,3.03869,1.9343,1.82708
6.19,2.29989,3.01815,1.79507,1.74711
6.2,2.2695,2.9548,1.76326,1.83749
6.21,2.20161,2.93232,1.92436,1.881
6.22,2.31279,3.00632,1.81409,1.79024
6.23,2.32872,3.11386,1.83744,1.8242
6.24,2.28702,2.86275,1.77875,1.74317
6.25,2.19601,2.87175,1.86376,1.78383
6.26,2.21548,2.727,1.81463,1.78239
6.27,2.25432,2.91437,1.79081,1.74568
6.28,2.18227,2.92567,1.72942,1.70725
6.29,2.30761,2.9469,1.6938,1.89098
6.3,2.19461,2.87278,1.66744,1.90186
6.31,2.16291,2.77123,1.66671,1.87116
6.32,2.23577,2.82087,1.81333,1.84366
6.33,2.22656,2.79635,1.80096,1.80021
6.34,2.28445,2.85696,1.78069,1.71665
6.35,2.3181,2.78993,1.75958,1.69534
6.36,2.22158,2.81988,1.82911,1.75945
6.37,2.20945,2.96812,1.75586,1.78368
6.38,2.21118,2.98312,1.7086,1.78663
6.39,2.25761,3.04898,1.76453,1.82168
6.4,2.19738,3.05913,1.76751,1.81823
6.41,2.17668,3.1059,1.75986,1.80765
6.42,2.23211,3.15756,1.81473,1.70601
6.43,2.21555,3.10317,1.82587,1.71234
6.44,2.19412,2.99746,1.72388,1.8304
6.45,2.27288,3.06927,1.83472,1.90307
6.46,2.31338,2.96939,1.94372,1.84589
6.47,2.25469,2.84608,1.89264,1.92485
6.48,2.28481,2.85013,1.9517,1.88996
6.49,2.19058,2.86287,1.87507,1.88707
6.5,2.22702,2.91244,1.86444,1.86883
6.51,2.27075,2.89508,1.91423,1.80755
6.52,2.18484,2.94636,1.91423,1.81689
6.53,2.23146,2.8041,1.9225,1.85266
6.54,2.21657,2.81713,2.00866,1.89056
6.55,2.17768,2.91048,2.05329,1.87082
6.56,2.18554,2.79349,2.17513,1.87396
6.57,2.1104,2.85851,1.99764,1.86441
6.58,2.26828,2.9198,2.01849,1.85321
6.59,2.19538,2.9584,1.96559,1.85347
6.6,2.23668,2.98035,1.91027,1.83617
6.61,2.24498,3.04929,1.82556,1.81057
6.62,2.29703,3.06422,1.94012,1.79494
6.63,2.28797,3.14423,1.83804,1.74577
6.64,2.19282,2.98349,1.90086,1.8038
6.65,2.15808,2.98508,1.93145,1.68755
6.66,2.20366,3.04078,2.03929,1.69166
6.67,2.20622,3.01659,1.95221,1.74973
6.68,2.22889,3.16021,2.00812,1.77155
6.69,2.14813,3.03895,1.90294,1.90694
6.7,2.18595,3.14241,1.99001,1.84888
6.71,2.20524,2.86966,1.94411,1.8552
6.72,2.23727,2.87415,1.9757,1.96407
6.73,2.22617,2.85981,1.84902,2.07353
6.74,2.29841,2.64146,1.86705,1.90422
6.75,2.25066,2.95043,1.99623,1.89118
6.76,2.18568,2.84447,1.95356,2.02443
6.77,2.23635,2.73882,2.02606,1.90735
6.78,2.28515,2.7939,1.91069,2.04055
6.79,2.2281,2.76332,1.84177,2.06052
6.8,2.28245,2.84857,2.00266,2.05251
6.81,2.28822,2.89803,1.91112,1.86802
6.82,2.28183,2.85848,2.05039,1.94515
6.83,2.23446,2.84742,2.01289,2.02273
6.84,2.21284,2.88019,2.18421,2.00051
6.85,2.27036,2.7889,2.06056,1.91585
6.86,2.29764,2.83046,1.91077,1.89673
6.87,2.2937,2.85372,1.90947,1.91128
6.88,2.26909,2.89567,1.96511,1.91864
6.89,2.24506,2.84972,1.8842,1.90412
6.9,2.27602,3.02356,1.96154,1.93711
6.91,2.24833,2.92746,1.96582,1.89166
6.92,2.24189,2.95832,1.97675,1.89602
6.93,2.22079,3.01647,1.98077,1.95235
6.94,2.25515,2.83297,1.9135,1.92328
6.95,2.16445,2.94091,2.00346,1.89603
6.96,2.15418,2.91263,2.00057,1.93012
6.97,2.11439,2.82665,1.95415,1.85946
6.98,2.16088,2.73921,2.0109,2.02995
6.99,2.15238,2.79538,1.94029,2.05252
7,2.26478,2.77239,1.85722,2.03883
7.01,2.25317,2.70296,1.87108,1.98154
7.02,2.25875,2.60427,1.92218,1.9508
7.03,2.20257,2.52726,1.93926,1.83517
7.04,2.1801,2.60663,1.99281,1.94631
7.05,2.19667,2.51693,1.92881,1.97214
7.06,2.21051,2.53441,1.99562,1.94417
7.07,2.19655,2.4627,1.94607,1.99659
7.08,2.2175,2.60688,1.9267,1.9085
7.09,2.31577,2.53364,1.84204,1.89228
7.1,2.36552,2.4949,1.88025,1.92856
7.11,2.36461,2.54355,1.84302,1.93236
7.12,2.29336,2.47151,1.86817,1.93663
7.13,2.25903,2.42806,1.90204,1.90273
7.14,2.22543,2.46307,1.83127,1.91255
7.15,2.21894,2.464,1.84835,1.88664
7.16,2.18933,2.4275,1.90063,1.84033
7.17,2.15744,2.55289,1.91307,1.8552
7.18,2.17568,2.59613,1.94104,1.95336
7.19,2.20116,2.61813,2.03994,1.95596
7.2,2.08101,2.65489,2.07921,1.90087
7.21,2.11334,2.70126,2.00146,1.86756
7.22,2.19273,2.70221,2.01894,1.85169
7.23,2.20379,2.79799,2.01382,1.89773
7.24,2.2632,2.59585,2.03057,1.90441
7.25,2.25628,2.57405,1.99059,1.95093
7.26,2.16851,2.56523,2.00764,1.93756
7.27,2.27814,2.6616,2.00606,1.93362
7.28,2.23745,2.53733,2.00928,1.93348
7.29,2.14066,2.56292,1.97454,1.97702
7.3,2.21019,2.65141,1.95897,1.97646
7.31,2.2037,2.76522,1.98855,2.07295
7.32,2.25453,2.71938,1.93495,1.99489
7.33,2.21505,2.72331,1.90704,2.06331
7.34,2.17936,2.7981,1.92736,2.08106
7.35,2.15381,2.81945,1.86718,1.90947
7.36,2.17311,2.79009,1.93386,1.93961
7.37,2.22732,2.80418,1.96936,1.9978
7.38,2.17466,2.74959,2.01615,1.97682
7.39,2.18087,2.57792,2.00531,2.01099
7.4,2.18761,2.64073,2.01805,1.95134
7.41,2.14993,2.64565,2.01313,2.00611
7.42,2.18136,2.69592,2.02894,2.00724
7.43,2.19748,2.66573,1.99948,2.00279
7.44,2.26701,2.65164,1.97164,2.08111
7.45,2.22202,2.77353,2.00896,1.9964
7.46,2.27979,2.76022,1.93249,2.0756
7.47,2.27322,2.84648,2.00562,2.03738
7.48,2.20127,2.94183,1.95043,1.96076
7.49,2.18643,2.92414,1.92608,1.90967
7.5,2.25239,2.93741,1.88937,1.89721
7.51,2.24607,3.01398,1.90728,1.97562
7.52,2.18835,3.0007,1.97852,2.00991
7.53,2.2409,3.05224,1.95489,1.8955
7.54,2.25234,3.06167,1.98194,1.97139
7.55,2.17993,2.99794,1.98484,2.00375
7.56,2.26401,3.00012,1.97573,1.98874
7.57,2.24476,2.88948,2.01184,1.99532
7.58,2.2607,2.82712,1.87034,2.03172
7.59,2.15125,2.77552,1.87289,2.00661
7.6,2.15097,2.72335,1.89257,1.90743
7.61,2.18423,2.86501,1.8762,2.01024
7.62,2.14438,3.02977,1.83561,2.0091
7.63,2.12135,3.14696,1.85368,2.02347
7.64,2.21208,3.20085,1.91468,1.9979
7.65,2.146,3.28794,1.87677,1.99499
7.66,2.17958,3.36754,1.85036,1.91491
7.67,2.18384,3.41091,1.86864,1.9211
7.68,2.15324,3.34724,1.86997,1.95146
7.69,2.17223,3.29364,1.92741,2.00325
7.7,2.18161,3.42114,1.91981,2.03559
7.71,2.15327,3.62213,1.85742,2.04617
7.72,2.16594,3.58649,1.9166,2.00771
7.73,2.13859,3.5114,1.93492,1.97602
7.74,2.10598,3.48302,1.87549,1.97616
7.75,2.08615,3.34801,1.90122,1.92255
7.76,2.08464,3.41399,1.87263,2.08295
7.77,2.12438,3.62315,1.87308,2.00868
7.78,2.13955,3.47874,1.85547,2.03566
7.79,2.15225,3.57863,1.95101,1.98782
7.8,2.22143,3.45913,1.97514,1.99389
7.81,2.16474,3.62719,1.9423,2.10519
7.82,2.17291,3.49705,1.9483,2.02271
7.83,2.23831,3.41038,1.95801,1.92318
7.84,2.16928,3.36138,1.96453,1.9211
7.85,2.21905,3.11523,1.8737,1.94743
7.86,2.18491,3.18204,1.90162,1.93711
7.87,2.22542,3.02619,1.91717,1.84973
7.88,2.17727,3.10709,1.99113,1.85371
7.89,2.23876,3.08415,2.00342,1.92649
7.9,2.34622,3.11389,2.04536,1.88404
7.91,2.38332,3.05053,2.01482,1.84327
7.92,2.35248,3.07699,2.14291,2.04965
7.93,2.2851,3.10431,2.03989,1.96441
7.94,2.27384,2.93289,2.04448,1.9925
7.95,2.26781,2.97305,1.96871,1.96
7.96,2.29673,2.98781,1.97896,1.8342
7.97,2.32886,3.023,1.93961,1.86003
7.98,2.3872,2.99048,1.94718,1.89661
7.99,2.34926,3.01566,1.97504,1.83113
8,2.36023,2.94909,2.02426,1.85585
8.01,2.36614,2.75286,2.01105,1.82617
8.02,2.38416,2.89713,2.07324,1.86577
8.03,2.36627,2.94858,2.04357,1.90827
8.04,2.21293,3.07799,2.03873,1.79444
8.05,2.32061,2.95528,2.0595,1.83946
8.06,2.39473,3.04886,1.89463,1.88577
8.07,2.50476,3.01948,1.99243,1.75467
8.08,2.43788,3.01545,2.02645,1.77162
8.09,2.42784,3.00504,2.04262,1.86967
8.1,2.49871,2.91384,2.10092,1.89717
8.11,2.52769,2.99263,2.092,1.83225
8.12,2.52775,3.01964,2.03974,1.88764
8.13,2.46869,2.96201,1.94545,1.91308
8.14,2.50916,2.88389,1.93939,1.93119
8.15,2.48613,2.96741,1.91561,1.89341
8.16,2.37565,2.88685,1.85919,1.89795
8.17,2.36406,2.90561,1.96755,1.87558
8.18,2.26832,2.96603,1.98585,1.87148
8.19,2.29308,2.94185,1.95558,1.82945
8.2,2.30451,3.07324,1.88245,1.81107
8.21,2.40128,2.99414,1.91545,1.74792
8.22,2.27419,2.99293,1.90323,1.73376
8.23,2.26405,2.89322,1.83914,1.7559
8.24,2.25018,3.04903,1.8698,1.74823
8.25,2.21256,3.10359,1.85707,1.76558
8.26,2.19183,3.19909,1.9557,1.74154
8.27,2.18471,3.09314,1.86165,1.78378
8.28,2.15577,3.18901,1.84855,1.79478
8.29,2.16045,3.01633,1.89864,1.78808
8.3,2.12665,2.96757,1.88396,1.79283
8.31,2.11849,2.95425,1.83943,1.75217
8.32,2.22686,3.02407,1.88478,1.74121
8.33,2.14112,2.94873,1.86405,1.66471
8.34,2.17072,2.95422,1.902,1.7837
8.35,2.17838,2.96047,1.86691,1.71338
8.36,2.27491,3.01128,2.0011,1.81211
8.37,2.26168,2.97526,1.84243,1.76296
8.38,2.28933,3.06565,1.9714,1.72719
8.39,2.27187,3.05218,1.97586,1.80209
8.4,2.25383,3.08811,1.96451,1.78101
8.41,2.30409,3.18536,1.87932,1.8653
8.42,2.24084,3.2573,1.92181,1.82422
8.43,2.24046,3.21399,1.95635,1.75414
8.44,2.23349,3.27949,1.87941,1.80174
8.45,2.25702,3.19694,1.85961,1.74895
8.46,2.26047,3.26724,1.85563,1.82745
8.47,2.28973,3.25427,1.921,1.7457
8.48,2.29171,3.22105,1.94834,1.68867
8.49,2.25931,3.17078,1.93708,1.7349
8.5,2.26847,2.90002,1.88596,1.82295
8.51,2.20014,2.92627,1.88555,1.7653
8.52,2.28536,2.96747,1.92068,1.80564
8.53,2.35513,2.92744,1.86691,1.69433
8.54,2.2603,2.9707,1.83867,1.71628
8.55,2.26585,2.9398,1.79974,1.75169
8.56,2.24464,3.01535,1.84818,1.83356
8.57,2.28955,3.07916,1.93829,1.77818
8.58,2.3222,3.0538,1.9051,1.85637
8.59,2.34162,3.19816,1.94098,1.79493
8.6,2.25326,3.1881,1.87089,1.91867
8.61,2.30404,3.1071,1.81496,1.93408
8.62,2.29825,3.12082,1.89297,1.76594
8.63,2.15225,3.12265,1.88043,1.79188
8.64,2.20598,3.25264,1.86544,1.74501
8.65,2.20608,3.25832,1.91979,1.76983
8.66,2.20928,3.26434,1.92809,1.66498
8.67,2.2438,3.13595,1.92028,1.6493
8.68,2.2342,3.24296,1.94524,1.66541
8.69,2.20886,3.36356,1.88587,1.6767
8.7,2.22798,3.2717,1.8599,1.63649
8.71,2.15869,3.17268,1.86671,1.68077
8.72,2.18325,3.0304,1.83259,1.77024
8.73,2.23963,3.17304,1.78803,1.67757
8.74,2.35388,3.10416,1.87839,1.68264
8.75,2.36234,3.12106,1.84952,1.71329
8.76,2.25904,3.19848,1.80337,1.66924
8.77,2.29143,3.14305,1.92977,1.77031
8.78,2.25356,3.04152,1.90331,1.70763
8.79,2.26171,3.152,1.9148,1.7341
8.8,2.33795,3.16097,1.96206,1.64124
8.81,2.33826,3.09129,1.96619,1.67258
8.82,2.24688,3.05998,2.01058,1.69317
8.83,2.22258,3.07642,1.92431,1.74165
8.84,2.37809,3.02158,2.00891,1.79986
8.85,2.36971,3.09261,1.90578,1.78634
8.86,2.29641,3.15694,1.97598,1.79025
8.87,2.29433,3.073,1.94854,1.76398
8.88,2.1911,3.0234,1.90918,1.83482
8.89,2.30881,2.98842,1.90869,1.79505
8.9,2.3569,3.03187,1.91196,1.77714
8.91,2.21078,3.06715,1.98076,1.83624
8.92,2.22397,3.06529,2.0729,1.71828
8.93,2.17925,2.96904,1.91053,1.6971
8.94,2.13558,2.9598,1.94718,1.65989
8.95,2.15885,2.93638,2.00719,1.73612
8.96,2.24124,2.9584,1.92577,1.73241
8.97,2.14726,2.93243,1.97376,1.73236
8.98,2.12701,2.98201,1.9381,1.73113
8.99,2.14259,2.93615,2.03438,1.76929
9,2.17065,2.78519,2.02612,1.7669
9.01,2.18774,2.68515,1.97026,1.66681
9.02,2.1204,2.69882,1.93436,1.72718
9.03,2.12598,2.7351,1.99771,1.78473
9.04,2.20309,2.77875,1.98005,1.66705
9.05,2.21671,2.85558,2.03493,1.75064
9.06,2.24257,2.896,2.01718,1.72384
9.07,2.20638,2.88371,1.94782,1.82474
9.08,2.13581,2.89736,1.93359,1.88561
9.09,2.14384,2.80791,1.87861,1.77401
9.1,2.1347,2.7638,1.94488,1.78626
9.11,2.06061,2.71066,1.93614,1.82326
9.12,2.02687,2.81652,1.97356,1.87973
9.13,2.10035,2.77843,2.00147,1.77264
9.14,2.14171,2.6785,2.01723,1.83602
9.15,2.09936,2.87739,2.00724,1.73221
9.16,2.06862,2.85836,2.03778,1.77228
9.17,2.10577,2.7076,1.91871,1.73084
9.18,2.10846,2.93952,1.94652,1.84294
9.19,2.12356,2.89672,1.96482,1.82807
9.2,2.19995,2.84356,1.99206,1.77177
9.21,2.18975,2.77427,1.95929,1.79688
9.22,2.21149,2.77391,2.03636,1.78475
9.23,2.1995,2.71978,2.01487,1.72719
9.24,2.16386,2.81031,1.96622,1.77283
9.25,2.16702,2.80219,2.01261,1.69882
9.26,2.18817,3.02941,1.93206,1.75823
9.27,2.20278,2.88602,1.94933,1.72478
9.28,2.2153,2.76352,1.99547,1.80519
9.29,2.20446,2.87179,1.98003,1.88268
9.3,2.22705,2.93117,1.9583,1.81587
9.31,2.18003,2.83718,1.91123,1.74209
9.32,2.31164,2.87563,1.91171,1.76676
9.33,2.29046,2.95619,1.95809,1.73194
9.34,2.42544,2.83827,1.99207,1.81382
9.35,2.42988,2.8113,2.02207,1.79615
9.36,2.42434,2.77764,1.92886,1.84281
9.37,2.39836,2.76147,2.03719,1.76082
9.38,2.39329,2.83009,2.0274,1.78426
9.39,2.34971,2.76629,2.00437,1.90189
9.4,2.30943,2.83147,1.99977,1.90252
9.41,2.34691,2.78875,1.99308,1.90314
9.42,2.35529,2.74469,2.10682,1.85383
9.43,2.30635,2.73738,2.06405,1.94069
9.44,2.30351,2.78712,1.97102,1.8507
9.45,2.33905,2.79666,1.98674,1.90822
9.46,2.28108,2.7365,1.89073,1.84736
9.47,2.30971,2.84153,1.93724,1.8916
9.48,2.28214,2.86287,2.04346,1.8245
9.49,2.32603,2.769,1.99684,1.85857
9.5,2.32814,2.93977,2.1091,1.75538
9.51,2.27642,2.85389,2.04759,1.90048
9.52,2.26438,2.85388,2.12505,1.81075
9.53,2.33067,2.8245,2.07355,1.82845
9.54,2.34446,2.72638,2.12724,1.80277
9.55,2.26949,2.67252,2.09004,1.78434
9.56,2.30358,2.75761,2.10066,1.88646
9.57,2.26971,2.73979,2.19112,1.81335
9.58,2.25118,2.68272,2.04928,1.82159
9.59,2.24179,2.73455,2.0697,1.84491
9.6,2.43125,2.66367,2.13323,1.89163
9.61,2.46212,2.82293,2.06161,1.76486
9.62,2.30418,2.74043,2.1481,1.71966
9.63,2.3388,2.71247,2.10024,1.72378
9.64,2.40573,2.8146,2.14653,1.79292
9.65,2.31686,2.81234,2.06715,1.76588
9.66,2.40766,2.85314,2.04892,1.81301
9.67,2.35202,2.78866,1.95819,1.72774
9.68,2.40914,2.78178,2.00432,1.84563
9.69,2.35992,2.84637,2.03263,1.85702
9.7,2.29689,2.81857,1.89293,1.8278
9.71,2.391,2.80986,1.92287,1.75713
9.72,2.37791,2.89656,2.0556,1.64276
9.73,2.35952,2.75436,2.00651,1.74835
9.74,2.26401,2.74905,1.98695,1.79438
9.75,2.28845,2.76466,1.92675,1.76778
9.76,2.3096,2.73649,1.96468,1.72495
9.77,2.29485,2.73286,1.98399,1.67865
9.78,2.27264,2.81117,1.94186,1.76314
9.79,2.26164,2.75618,1.85947,1.75235
9.8,2.39801,2.77976,1.89114,1.72289
9.81,2.41998,2.8276,1.86197,1.81283
9.82,2.41839,2.83008,1.87898,1.65805
9.83,2.35052,2.78096,1.90544,1.59582
9.84,2.45905,2.80242,1.97543,1.75699
9.85,2.41317,2.79821,1.91225,1.73626
9.86,2.39885,2.78347,2.02359,1.82516
9.87,2.33526,2.79939,1.86922,1.62985
9.88,2.37473,2.81409,1.9273,1.64046
9.89,2.3375,2.80767,2.05264,1.75992
9.9,2.36507,2.76365,1.95041,1.66028
9.91,2.36951,2.77538,1.91219,1.69792
9.92,2.40976,2.74291,1.92834,1.81049
9.93,2.39932,2.68039,1.85535,1.80209
9.94,2.46107,2.73844,1.9356,1.72494
9.95,2.37207,2.73675,1.90748,1.75446
9.96,2.39823,2.78485,1.98412,1.82395
9.97,2.3932,2.80502,1.92692,1.84771
9.98,2.33285,2.72406,1.8456,1.84548
9.99,2.40347,2.71597,1.87833,1.71937
10,2.3816,2.71573,1.82818,1.83576
10.01,2.30223,2.69835,1.9393,1.81855
10.02,2.35191,2.64966,1.90667,1.74494
10.03,2.3704,2.62595,1.90896,1.6988
10.04,2.39346,2.66774,1.84111,1.68763
10.05,2.30959,2.62591,1.87953,1.72527
10.06,2.2969,2.6383,1.85593,1.87385
10.07,2.42673,2.60501,1.85118,1.95593
10.08,2.33785,2.62166,1.89424,1.88921
10.09,2.37721,2.64403,1.79524,1.80623
10.1,2.34522,2.5862,1.91232,1.7897
10.11,2.35918,2.53821,1.93098,1.71131
10.12,2.38362,2.56522,1.87817,1.80873
10.13,2.32513,2.52459,1.88443,1.81801
10.14,2.40963,2.62358,1.876,1.89643
10.15,2.38078,2.58902,1.9006,1.83588
10.16,2.33517,2.62139,1.91705,1.79325
10.17,2.29703,2.62957,1.81052,1.78848
10.18,2.39105,2.62929,1.86004,1.82939
10.19,2.38433,2.6453,1.92028,1.86455
10.2,2.43083,2.60834,1.94709,2.00602
10.21,2.39687,2.54493,1.82033,1.88195
10.22,2.42543,2.57205,1.7863,1.80231
10.23,2.40096,2.60993,1.92607,1.90226
10.24,2.40853,2.65481,1.94217,1.87279
10.25,2.44304,2.75415,1.8439,1.84913
10.26,2.40168,2.68057,1.82065,1.79925
10.27,2.33969,2.54526,1.77402,1.79765
10.28,2.37549,2.62772,1.78158,1.78055
10.29,2.42625,2.64859,1.76301,1.71714
10.3,2.44294,2.59089,1.77005,1.72129
10.31,2.41117,2.59229,1.90852,1.76933
10.32,2.46256,2.67702,1.86901,1.77382
10.33,2.39412,2.65875,1.86189,1.80965
10.34,2.36349,2.65305,1.95646,1.95018
10.35,2.27456,2.57717,1.98414,1.96514
10.36,2.29453,2.57862,1.95665,2.03492
10.37,2.28624,2.67099,1.82371,1.86668
10.38,2.24019,2.55758,1.81333,1.84858
10.39,2.28343,2.64223,1.80532,1.98699
10.4,2.31857,2.69195,1.84997,2.03512
10.41,2.43139,2.81402,1.84168,2.03441
10.42,2.42226,2.72641,2.03871,2.11843
10.43,2.36626,2.59313,1.93235,2.10532
10.44,2.36162,2.64272,1.99116,1.95453
10.45,2.3955,2.54048,1.86703,1.88545
10.46,2.38129,2.6467,1.83352,1.85338
10.47,2.35067,2.64397,1.87349,1.88842
10.48,2.38809,2.6309,1.90863,1.82485
10.49,2.38456,2.69979,1.96474,1.91892
10.5,2.3333,2.68911,1.91607,1.88131
10.51,2.41058,2.70101,1.8272,1.93952
10.52,2.44683,2.71592,1.82675,1.9639
10.53,2.37588,2.76897,1.91186,1.94531
10.54,2.4321,2.71376,1.93304,2.04491
10.55,2.36788,2.82464,1.85683,1.91409
10.56,2.34368,2.57472,1.82002,1.89267
10.57,2.42345,2.70478,1.85745,1.80747
10.58,2.40754,2.79719,1.82496,1.85866
10.59,2.35913,2.7607,1.82501,1.88712
10.6,2.43409,2.83482,1.75617,1.89669
10.61,2.43805,2.82505,1.76516,1.79482
10.62,2.40667,2.85245,1.73192,1.83611
10.63,2.36322,2.72442,1.79171,1.85795
10.64,2.33902,2.83065,1.82007,1.75839
10.65,2.34307,2.76548,1.84124,1.8389
10.66,2.33312,2.92197,1.85223,1.70259
10.67,2.35405,2.67602,1.84809,1.80097
10.68,2.42136,2.82444,1.90453,1.78985
10.69,2.44677,2.68159,1.92366,1.79524
10.7,2.38844,2.67985,1.90572,1.78717
10.71,2.33216,2.71064,2.0111,1.75382
10.72,2.18723,2.88829,1.99909,1.63351
10.73,2.26059,2.85468,1.8658,1.74171
10.74,2.245,2.87127,1.91088,1.76578
10.75,2.30404,2.9192,1.94619,1.78447
10.76,2.32342,2.97283,1.88992,1.82335
10.77,2.36739,2.86615,1.7521,1.75095
10.78,2.31728,2.84151,1.76094,1.70209
10.79,2.308,2.81815,1.76927,1.80714
10.8,2.33677,2.95168,1.73863,1.76989
10.81,2.31333,2.85365,1.68632,1.86358
10.82,2.39227,2.74322,1.76208,1.83269
10.83,2.24674,2.72597,1.73736,1.84991
10.84,2.21365,2.63828,1.73353,1.97783
10.85,2.26288,2.62361,1.82397,1.99089
10.86,2.32806,2.74576,1.86646,1.9197
10.87,2.35949,2.58522,1.89924,1.91594
10.88,2.37361,2.54585,1.82587,1.84986
10.89,2.31562,2.57787,1.85857,1.79177
10.9,2.27755,2.72687,1.76009,1.89788
10.91,2.31359,2.68579,1.79394,1.85145
10.92,2.27669,2.67155,1.86732,1.80494
10.93,2.36119,2.70912,1.8571,1.83855
10.94,2.34918,2.77944,1.77996,1.85651
10.95,2.28094,2.74377,1.78151,1.73144
10.96,2.27891,2.71086,1.87235,1.74984
10.97,2.27149,2.71053,1.8178,1.82515
10.98,2.29786,2.74077,1.82821,1.81997
10.99,2.33633,2.73759,1.77793,1.85718
11,2.27391,2.84191,1.77029,1.92227
11.01,2.25217,2.85658,1.74161,1.85069
11.02,2.19907,2.81406,1.82496,1.79608
11.03,2.21902,2.68476,1.80876,1.82652
11.04,2.20104,2.67181,1.76735,1.73246
11.05,2.24626,2.67309,1.74787,1.67531
11.06,2.27786,2.74535,1.88606,1.68458
11.07,2.30424,2.70166,1.85347,1.76174
11.08,2.26938,2.73387,1.80573,1.72617
11.09,2.2741,2.69482,1.86945,1.83561
11.1,2.26052,2.76336,1.9578,1.82189
11.11,2.23348,2.7346,1.82126,1.75141
11.12,2.32059,2.79129,1.83299,1.72554
11.13,2.35626,2.68183,1.90135,1.77044
11.14,2.35242,2.82313,1.83303,1.68578
11.15,2.34396,2.78927,1.8314,1.75953
11.16,2.37015,2.77329,1.78079,1.86538
11.17,2.35968,2.7758,1.84381,1.81092
11.18,2.32112,2.71192,1.85467,1.73939
11.19,2.34971,2.74587,1.87006,1.71999
11.2,2.28562,2.84506,1.83242,1.79701
11.21,2.38408,2.85771,1.81524,1.8327
11.22,2.32644,2.86102,1.80048,1.85693
11.23,2.34813,2.94368,1.81504,1.72723
11.24,2.30924,2.86548,1.79446,1.74847
11.25,2.3318,2.84456,1.85929,1.7947
11.26,2.36652,2.71215,1.86806,1.76474
11.27,2.34683,2.76688,1.84152,1.80712
11.28,2.36884,2.70424,1.76658,1.74831
11.29,2.33091,2.81901,1.75507,1.83519
11.3,2.3504,2.71351,1.67035,1.77411
11.31,2.35566,2.81317,1.68003,1.93371
11.32,2.37464,2.64215,1.72693,1.89451
11.33,2.32337,2.57141,1.78724,1.91805
11.34,2.32109,2.57212,1.72195,1.85166
11.35,2.34897,2.57584,1.74951,1.84201
11.36,2.26733,2.61943,1.75767,1.85578
11.37,2.27018,2.50399,1.69666,1.86179
11.38,2.35579,2.5968,1.67115,1.86345
11.39,2.41453,2.73027,1.6627,1.78479
11.4,2.42496,2.71013,1.7049,1.87955
11.41,2.41491,2.71889,1.68169,1.83685
11.42,2.3721,2.78146,1.8706,1.81238
11.43,2.44547,2.75018,1.77285,1.82848
11.44,2.43552,2.69715,1.8015,1.91077
11.45,2.48408,2.72159,1.8283,1.91889
11.46,2.49246,2.68665,1.88447,1.86042
11.47,2.4657,2.74533,1.89034,1.90638
11.48,2.37538,2.74798,1.85874,1.9057
11.49,2.39441,2.79376,1.84942,1.91108
11.5,2.32696,2.84739,1.83998,1.89119
11.51,2.37681,2.85403,1.90269,1.8647
11.52,2.28559,2.68048,2.00284,1.88246
11.53,2.28313,2.71817,1.99938,1.83931
11.54,2.31249,2.68315,2.01042,1.86959
11.55,2.36478,2.74743,1.97706,1.80571
11.56,2.2808,2.76861,1.95601,1.80436
11.57,2.25013,2.77313,1.87899,1.86303
11.58,2.30266,2.78307,1.87637,1.79758
